cod_modelo_color,cod_color_code,des_product_type,sex_Female,sex_Male,sex_Unisex,age_Adult,age_Kids,line_HE,line_KIDS,line_SHE,line_VIOLETA,fabric_C-COMPLEMENTOS,fabric_J-JEANS,fabric_K-CIRCULAR,fabric_L-PIEL,fabric_O-POLIPIEL,fabric_P-PLANA,fabric_T-TRICOT
47085870-TC,52,Vest,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
47026326-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57030103-OR,5,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040278-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040272-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57000316-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57040768-88,88,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000442-CU,32,Keyring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010951-05,5,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57065787-43,43,Socks,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57075794-37,37,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57033810-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57075800-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57074782-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57037729-76,76,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047734-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097741-76,76,Pyjama Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57059109-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43033761-OR,5,Bracelet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43027039-77,77,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53060603-28,28,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53050611-02,2,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51060676-15,15,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083713-81,81,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063715-31,31,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53080802-52,52,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060881-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51090740-82,82,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53053760-51,51,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51061037-06,6,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53055753-91,91,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53035768-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57058629-30,30,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097890-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57007692-85,85,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57069203-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57057891-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57089207-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67050079-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
67060551-99,99,Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57089078-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
37000577-30,30,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47010084-08,8,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57092502-PL,99,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050077-99,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040699-14,14,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57030252-99,99,Wallet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010286-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010283-TM,52,Shorts,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57083805-43,43,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57024031-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005978-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57035970-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
57046312-94,94,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57053819-79,79,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57037118-76,76,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047751-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57059098-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57027757-65,65,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57037754-50,50,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57005815-09,9,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57057762-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43040686-99,99,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53057005-08,8,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43037798-07,7,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53070589-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53070814-02,2,Trousers,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
53060583-12,12,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51050640-74,74,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003722-95,95,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53030898-08,8,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51043761-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53063767-09,9,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
53035736-32,32,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53085024-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51085025-90,90,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53023053-16,16,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53085734-92,92,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53093791-01,1,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53177757-07,7,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57005925-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53113784-01,1,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57015913-09,9,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57004378-05,5,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57069209-57,57,Bodysuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57047891-92,92,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57098261-56,56,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
47041260-98,98,Fragance,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47062519-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47032882-PL,99,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47015919-01,1,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47084411-02,2,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47087109-52,52,Pyjama Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010030-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010612-99,99,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010644-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57092506-TC,52,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050097-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010643-88,88,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57020255-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57020259-31,31,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57050275-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57084402-08,8,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57051083-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57013810-56,56,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57081171-02,2,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57076309-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57006000-65,65,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57023817-40,40,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57013822-02,2,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57057740-94,94,Beanie,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57057742-95,95,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57047749-PL,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57025813-92,92,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57085801-99,99,Tights,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53040524-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53050614-11,11,Wallet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090614-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083718-99,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083735-TO,52,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030940-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53090966-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53025031-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53035768-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57017550-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57037105-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005943-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57075919-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57079205-30,30,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007898-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57087896-09,9,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57919028-30,30,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
67106705-99,99,Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47092530-31,31,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47005857-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040057-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57042506-32,32,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57020115-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040153-52,52,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050267-43,43,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57062510-45,45,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040357-43,43,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57042885-01,1,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57082893-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050479-20,20,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57073807-65,65,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57025795-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57000374-88,88,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57009113-04,4,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53090460-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53080520-06,6,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43075034-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53030624-70,70,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53000578-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53050682-70,70,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51090674-28,28,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030780-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060969-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063745-07,7,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
51041012-TM,52,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51057017-37,37,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53055738-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53085030-TM,52,Jacket,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53025772-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53000586-TG,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57967879-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007595-77,77,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57018631-81,81,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57009216-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47005854-79,79,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47094042-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010040-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010603-99,99,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050070-50,50,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050094-80,80,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000256-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050228-20,20,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57042882-99,99,Vest,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050464-52,52,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57073807-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57003809-34,34,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
47039047-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57054419-99,99,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57004433-99,99,Citybag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57048266-34,34,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57004055-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57061167-08,8,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57075804-91,91,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57027742-52,52,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005831-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57026029-78,78,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57059108-PL,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57097755-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57099123-99,99,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43000547-TC,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
43005033-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43019074-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53010619-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53073024-70,70,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53000586-01,1,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
51093028-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51013711-16,16,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51090750-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51070902-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53010926-52,52,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51073744-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53053750-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51093726-08,8,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51043731-94,94,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003783-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53075032-06,6,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53015776-07,7,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57097886-70,70,Poncho,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57028263-49,49,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47032501-32,32,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47034405-TM,52,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47046320-32,32,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47016322-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010042-05,5,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050106-88,88,Cosmetic bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040156-09,9,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57032001-05,5,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57000263-40,40,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000333-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57083794-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57001059-56,56,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57026310-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57014043-OR,5,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57095978-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097716-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57066001-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57096004-TN,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57097730-76,76,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57086013-30,30,Pyjama,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57093816-80,80,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57027745-05,5,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57966022-99,99,Pyjama,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57056026-94,94,Vest,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57098634-85,85,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57048276-43,43,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
41043703-05,5,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43049062-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53090529-91,91,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53080581-92,92,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51093029-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51053035-01,1,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53000883-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53053731-76,76,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53013741-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53010582-TU,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
51033742-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53073043-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53013751-OR,5,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005953-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53043765-56,56,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007694-91,91,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57075908-31,31,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57007904-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57055132-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57087896-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47067828-99,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57042507-TC,52,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47088255-37,37,Shirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57042510-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010159-08,8,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000227-20,20,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57090762-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57065786-56,56,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000812-92,92,Pyjama,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57040377-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57000413-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57013783-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57006718-08,8,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57023805-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57013816-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57084414-91,91,Bodysuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57094414-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57045793-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57014426-CU,32,Bucket bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57045793-06,6,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57050028-30,30,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57065988-05,5,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57004788-99,99,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57087717-DO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57065804-78,78,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57089089-99,99,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097747-56,56,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57039094-99,99,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57087738-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57079122-08,8,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43077762-01,1,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43049062-12,12,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53040524-05,5,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53975683-99,99,Parka,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53070646-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090662-99,99,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53040854-91,91,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53083037-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53000671-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53003736-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53061012-02,2,Sweater,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53081019-68,68,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063048-28,28,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51063763-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53005742-85,85,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
